Starting at 2021-01-02--15-53-35
 
 
 
Iteration 1   2021-01-02--15-53-35
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1813
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1811
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1761
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1737
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1594
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1497
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1419
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1352
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1299
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange-errors             |        1686 |                          0 |                          2 |                  1285
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange-errors             |        2314 |                          0 |                          2 |                  1267
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange-errors             |        2362 |                          0 |                          2 |                  1183

 
Iteration 16   2021-01-02--15-56-45
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
-------------+----------------------------------------------------------------------+----------------------------+-------------+----------------------------+----------------------------+-----------------------
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1786 |                     689260 |                         24 |                240646
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1784 |                     919074 |                         10 |                117097
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | ReduceAccumulable          |        1660 |                    1104880 |                         16 |                 29473
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | ReduceAccumulable          |        2025 |                     298171 |                         14 |                 25362
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1748 |                     146934 |                         20 |                 18929
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange                    |         703 |                    1247442 |                         21 |                 10183
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1801 |                          1 |                          3 |                  6818
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1763 |                          1 |                          3 |                  5905
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | ReduceAccumulable          |        1040 |                        118 |                         10 |                  4644
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | ReduceAccumulable          |        1350 |                       1030 |                         11 |                  4337
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1746 |                     240695 |                         13 |                  3690
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange                    |         730 |                    1247297 |                         17 |                  3584
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange-errors             |         707 |                          0 |                          2 |                  3332
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange: ReduceAccumulable |        1038 |                        111 |                         10 |                  3295
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange                    |        2182 |                     296445 |                         11 |                  3129
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1799 |                          1 |                          3 |                  3088
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange: ReduceAccumulable |        1658 |                    1098081 |                         17 |                  2909
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1761 |                          2 |                          3 |                  2690
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange: ReduceAccumulable |        1348 |                        985 |                         13 |                  2476
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange: ReduceAccumulable |        2023 |                     241452 |                         14 |                  2468
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange                    |        1965 |                          0 |                          2 |                  2357
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange                    |        1044 |                          0 |                          2 |                  2353
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange-errors             |         734 |                          0 |                          2 |                  2342
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange                    |        2214 |                         15 |                          4 |                  2059
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange-errors             |        1969 |                          0 |                          2 |                  1898
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange                    |        1354 |                          0 |                          2 |                  1857
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange                    |        1682 |                        151 |                          9 |                  1856
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange                    |        2262 |                        105 |                          4 |                  1827
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1813
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1811
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1761
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1738
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1594
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1497
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1419
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1352
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1299
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange-errors             |        1686 |                          0 |                          2 |                  1285
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange-errors             |        2314 |                          0 |                          2 |                  1267
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange-errors             |        2362 |                          0 |                          2 |                  1183

 
Iteration 17   2021-01-02--15-56-57
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
-------------+----------------------------------------------------------------------+----------------------------+-------------+----------------------------+----------------------------+-----------------------
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1786 |                     689260 |                         24 |                241108
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1784 |                     836964 |                         13 |                117255
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | ReduceAccumulable          |        1660 |                    1105773 |                         22 |                 29538
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | ReduceAccumulable          |        2025 |                     295359 |                         15 |                 25397
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1748 |                     146934 |                         20 |                 18949
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange                    |         703 |                    1249437 |                         20 |                 10187
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1801 |                          1 |                          3 |                  6818
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1763 |                          1 |                          3 |                  5905
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | ReduceAccumulable          |        1040 |                        120 |                         11 |                  4644
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | ReduceAccumulable          |        1350 |                       1016 |                         12 |                  4338
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1746 |                     242096 |                         17 |                  3691
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange                    |         730 |                    1249294 |                         21 |                  3585
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange-errors             |         707 |                          0 |                          2 |                  3332
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange: ReduceAccumulable |        1038 |                        109 |                          9 |                  3295
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange                    |        2182 |                     300329 |                         16 |                  3130
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1799 |                          1 |                          3 |                  3089
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange: ReduceAccumulable |        1658 |                    1099665 |                         20 |                  2910
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1761 |                          1 |                          3 |                  2691
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange: ReduceAccumulable |        1348 |                        972 |                         12 |                  2477
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange: ReduceAccumulable |        2023 |                     243318 |                         18 |                  2469
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange                    |        1965 |                          0 |                          2 |                  2358
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange                    |        1044 |                          0 |                          2 |                  2353
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange-errors             |         734 |                          0 |                          2 |                  2342
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange                    |        2214 |                          9 |                          6 |                  2059
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange-errors             |        1969 |                          0 |                          2 |                  1898
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange                    |        1354 |                          0 |                          2 |                  1857
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange                    |        1682 |                        151 |                          9 |                  1856
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange                    |        2262 |                        105 |                          4 |                  1827
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1813
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1811
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1761
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1738
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1594
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1497
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1419
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1352
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1299
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange-errors             |        1686 |                          0 |                          2 |                  1285
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange-errors             |        2314 |                          0 |                          2 |                  1267
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange-errors             |        2362 |                          0 |                          2 |                  1183

 
Iteration 18   2021-01-02--15-57-08
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
-------------+----------------------------------------------------------------------+----------------------------+-------------+----------------------------+----------------------------+-----------------------
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1786 |                     689260 |                         24 |                241108
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1784 |                     836964 |                         13 |                117255
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | ReduceAccumulable          |        1660 |                    1105773 |                         22 |                 29539
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | ReduceAccumulable          |        2025 |                     295359 |                         15 |                 25398
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1748 |                     146934 |                         20 |                 18949
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange                    |         703 |                    1249437 |                         20 |                 10187
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1801 |                          1 |                          3 |                  6819
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1763 |                          1 |                          3 |                  5905
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | ReduceAccumulable          |        1040 |                        120 |                         11 |                  4645
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | ReduceAccumulable          |        1350 |                       1016 |                         12 |                  4338
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1746 |                     242096 |                         17 |                  3691
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange                    |         730 |                    1249294 |                         21 |                  3585
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange-errors             |         707 |                          0 |                          2 |                  3333
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange: ReduceAccumulable |        1038 |                        109 |                          9 |                  3295
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange                    |        2182 |                     300329 |                         16 |                  3131
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1799 |                          1 |                          3 |                  3089
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange: ReduceAccumulable |        1658 |                    1099665 |                         20 |                  2910
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1761 |                          1 |                          3 |                  2691
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange: ReduceAccumulable |        1348 |                        972 |                         12 |                  2477
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange: ReduceAccumulable |        2023 |                     243318 |                         18 |                  2469
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange                    |        1965 |                          0 |                          2 |                  2358
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange                    |        1044 |                          0 |                          2 |                  2353
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange-errors             |         734 |                          0 |                          2 |                  2343
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange                    |        2214 |                          9 |                          6 |                  2059
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange-errors             |        1969 |                          0 |                          2 |                  1898
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange                    |        1354 |                          0 |                          2 |                  1857
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange                    |        1682 |                        151 |                          9 |                  1856
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange                    |        2262 |                        105 |                          4 |                  1827
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1813
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1811
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1761
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1738
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1594
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1497
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1420
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1352
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1299
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange-errors             |        1686 |                          0 |                          2 |                  1285
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange-errors             |        2314 |                          0 |                          2 |                  1267
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange-errors             |        2362 |                          0 |                          2 |                  1183

 
Iteration 19   2021-01-02--15-57-19
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
-------------+----------------------------------------------------------------------+----------------------------+-------------+----------------------------+----------------------------+-----------------------
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1786 |                     689260 |                         24 |                241371
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1784 |                     859191 |                         12 |                117363
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | ReduceAccumulable          |        1660 |                    1114683 |                         15 |                 29682
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | ReduceAccumulable          |        2025 |                     303829 |                         11 |                 25508
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1748 |                     146934 |                         20 |                 19005
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange                    |         703 |                    1259746 |                         17 |                 10210
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1801 |                          1 |                          3 |                  6819
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1763 |                          1 |                          3 |                  5906
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | ReduceAccumulable          |        1040 |                        129 |                         13 |                  4645
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | ReduceAccumulable          |        1350 |                       1117 |                         12 |                  4339
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1746 |                     251090 |                         13 |                  3695
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange                    |         730 |                    1259560 |                         15 |                  3590
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange-errors             |         707 |                          0 |                          2 |                  3333
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange: ReduceAccumulable |        1038 |                        114 |                         10 |                  3296
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange                    |        2182 |                     247235 |                         10 |                  3139
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1799 |                          1 |                          3 |                  3089
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange: ReduceAccumulable |        1658 |                    1108901 |                         17 |                  2915
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1761 |                          2 |                          3 |                  2691
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange: ReduceAccumulable |        1348 |                       1004 |                         10 |                  2477
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange: ReduceAccumulable |        2023 |                     250004 |                         13 |                  2470
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange                    |        1965 |                          0 |                          2 |                  2358
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange                    |        1044 |                          0 |                          3 |                  2353
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange-errors             |         734 |                          0 |                          2 |                  2343
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange                    |        2214 |                         29 |                          4 |                  2059
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange-errors             |        1969 |                          0 |                          2 |                  1898
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange                    |        1354 |                          0 |                          3 |                  1857
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange                    |        1682 |                        151 |                          9 |                  1856
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange                    |        2262 |                        105 |                          4 |                  1827
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1813
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1811
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1761
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1738
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1594
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1497
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1420
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1352
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1299
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange-errors             |        1686 |                          0 |                          2 |                  1285
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange-errors             |        2314 |                          0 |                          2 |                  1267
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange-errors             |        2362 |                          0 |                          2 |                  1183

 
Iteration 20   2021-01-02--15-57-34
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
-------------+----------------------------------------------------------------------+----------------------------+-------------+----------------------------+----------------------------+-----------------------
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1786 |                     689260 |                         24 |                242292
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1784 |                     909969 |                         12 |                118196
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | ReduceAccumulable          |        1660 |                    1130164 |                         15 |                 30112
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | ReduceAccumulable          |        2025 |                     213743 |                         13 |                 25698
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1748 |                     146934 |                         20 |                 19145
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange                    |         703 |                    1281532 |                         18 |                 10254
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1801 |                          1 |                          3 |                  6820
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1763 |                          1 |                          3 |                  5907
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | ReduceAccumulable          |        1040 |                        119 |                          8 |                  4646
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | ReduceAccumulable          |        1350 |                       1015 |                          7 |                  4342
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1746 |                     261006 |                         13 |                  3703
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange                    |         730 |                    1281251 |                         16 |                  3599
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange-errors             |         707 |                          0 |                          2 |                  3333
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange: ReduceAccumulable |        1038 |                        112 |                         10 |                  3297
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange                    |        2182 |                     219399 |                         15 |                  3157
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1799 |                          1 |                          3 |                  3089
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange: ReduceAccumulable |        1658 |                    1123504 |                         16 |                  2925
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1761 |                          2 |                          3 |                  2691
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange: ReduceAccumulable |        1348 |                        998 |                         11 |                  2478
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange: ReduceAccumulable |        2023 |                     268006 |                         16 |                  2472
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange                    |        1965 |                          0 |                          2 |                  2358
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange                    |        1044 |                          0 |                          2 |                  2354
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange-errors             |         734 |                          0 |                          2 |                  2343
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange                    |        2214 |                         21 |                          5 |                  2060
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange-errors             |        1969 |                          0 |                          2 |                  1898
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange                    |        1682 |                        182 |                         10 |                  1857
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange                    |        1354 |                          0 |                          2 |                  1857
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange                    |        2262 |                        105 |                          4 |                  1827
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1813
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1812
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1762
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1738
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1594
