Starting at 2021-01-02--10-15-16
 
 
 
Iteration 1   2021-01-02--10-15-16
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1480
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1406
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1333
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1259
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1204
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange-errors             |        2314 |                          0 |                          2 |                  1191
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange-errors             |        1686 |                          0 |                          2 |                  1189
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange-errors             |        2362 |                          0 |                          2 |                  1112

 
Iteration 19   2021-01-02--10-18-42
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
-------------+----------------------------------------------------------------------+----------------------------+-------------+----------------------------+----------------------------+-----------------------
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1786 |                     689260 |                         24 |                128608
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1784 |                     858489 |                         11 |                 51683
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | ReduceAccumulable          |        1660 |                     448562 |                         15 |                 14999
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | ReduceAccumulable          |        2025 |                     260805 |                         16 |                 13486
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1748 |                     146934 |                         20 |                 11071
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1801 |                          1 |                          3 |                  6332
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange                    |         703 |                     482908 |                         14 |                  6180
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1763 |                          1 |                          3 |                  5444
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | ReduceAccumulable          |        1040 |                         89 |                          9 |                  4264
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | ReduceAccumulable          |        1350 |                        739 |                         11 |                  3837
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1746 |                     253300 |                         18 |                  3175
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange-errors             |         707 |                          0 |                          2 |                  3087
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange                    |         730 |                     482941 |                         17 |                  3064
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange: ReduceAccumulable |        1038 |                         79 |                          9 |                  3026
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1799 |                          1 |                          3 |                  2865
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1761 |                          2 |                          3 |                  2469
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange: ReduceAccumulable |        1658 |                     447755 |                         16 |                  2435
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange                    |        2182 |                     284721 |                         16 |                  2388
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange: ReduceAccumulable |        1348 |                        693 |                         10 |                  2242
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange                    |        1965 |                          0 |                          2 |                  2208
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange: ReduceAccumulable |        2023 |                     272811 |                         16 |                  2196
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange                    |        1044 |                          0 |                          2 |                  2188
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange-errors             |         734 |                          0 |                          2 |                  2170
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange                    |        2214 |                          0 |                          2 |                  1907
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange-errors             |        1969 |                          0 |                          2 |                  1776
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange                    |        1354 |                          0 |                          2 |                  1721
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange                    |        1682 |                         54 |                         10 |                  1718
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange                    |        2262 |                        105 |                          4 |                  1714
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1682
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1676
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1655
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1609
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1480
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1406
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1333
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1259
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1204
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange-errors             |        2314 |                          0 |                          2 |                  1191
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange-errors             |        1686 |                          0 |                          2 |                  1189
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange-errors             |        2362 |                          0 |                          2 |                  1112

 
Iteration 20   2021-01-02--10-18-54
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
-------------+----------------------------------------------------------------------+----------------------------+-------------+----------------------------+----------------------------+-----------------------
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1786 |                     689260 |                         24 |                129146
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1784 |                     890516 |                         12 |                 51904
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | ReduceAccumulable          |        1660 |                     451224 |                         13 |                 15066
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | ReduceAccumulable          |        2025 |                     266369 |                         15 |                 13550
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1748 |                     146934 |                         20 |                 11111
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1801 |                          1 |                          3 |                  6333
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange                    |         703 |                     485913 |                         18 |                  6193
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1763 |                          1 |                          3 |                  5444
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | ReduceAccumulable          |        1040 |                         85 |                          8 |                  4265
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | ReduceAccumulable          |        1350 |                        741 |                          9 |                  3838
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1746 |                     255468 |                         17 |                  3176
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange-errors             |         707 |                          0 |                          2 |                  3087
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange                    |         730 |                     485920 |                         15 |                  3066
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange: ReduceAccumulable |        1038 |                         79 |                          9 |                  3027
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1799 |                          1 |                          3 |                  2865
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1761 |                          2 |                          3 |                  2469
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange: ReduceAccumulable |        1658 |                     450521 |                         16 |                  2436
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange                    |        2182 |                     287937 |                         16 |                  2391
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange: ReduceAccumulable |        1348 |                        699 |                         11 |                  2243
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange                    |        1965 |                          0 |                          2 |                  2208
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange: ReduceAccumulable |        2023 |                     274949 |                         13 |                  2197
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange                    |        1044 |                          0 |                          2 |                  2188
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange-errors             |         734 |                          0 |                          2 |                  2171
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange                    |        2214 |                          0 |                          2 |                  1908
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange-errors             |        1969 |                          0 |                          2 |                  1777
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange                    |        1354 |                          0 |                          2 |                  1722
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange                    |        1682 |                         54 |                         10 |                  1718
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange                    |        2262 |                        105 |                          4 |                  1715
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1682
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1676
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1655
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1609
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1480
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1406
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1333
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1259
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1204
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange-errors             |        2314 |                          0 |                          2 |                  1192
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange-errors             |        1686 |                          0 |                          2 |                  1189
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange-errors             |        2362 |                          0 |                          2 |                  1112

 
Iteration 21   2021-01-02--10-19-05
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
-------------+----------------------------------------------------------------------+----------------------------+-------------+----------------------------+----------------------------+-----------------------
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1786 |                     689260 |                         24 |                129634
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1784 |                     910620 |                         13 |                 52071
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | ReduceAccumulable          |        1660 |                     454556 |                         15 |                 15127
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | ReduceAccumulable          |        2025 |                     272157 |                         18 |                 13607
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1748 |                     146934 |                         20 |                 11152
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1801 |                          1 |                          3 |                  6333
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange                    |         703 |                     489076 |                         18 |                  6205
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1763 |                          1 |                          3 |                  5445
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | ReduceAccumulable          |        1040 |                         87 |                          8 |                  4266
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | ReduceAccumulable          |        1350 |                        719 |                          9 |                  3840
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1746 |                     257407 |                         17 |                  3178
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange-errors             |         707 |                          0 |                          2 |                  3087
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange                    |         730 |                     489081 |                         18 |                  3067
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange: ReduceAccumulable |        1038 |                         79 |                          9 |                  3027
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1799 |                          1 |                          3 |                  2865
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1761 |                          2 |                          3 |                  2469
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange: ReduceAccumulable |        1658 |                     453368 |                         16 |                  2438
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange                    |        2182 |                     288955 |                         16 |                  2393
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange: ReduceAccumulable |        1348 |                        698 |                         11 |                  2243
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange                    |        1965 |                          0 |                          2 |                  2208
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange: ReduceAccumulable |        2023 |                     278044 |                         18 |                  2197
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange                    |        1044 |                          0 |                          2 |                  2188
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange-errors             |         734 |                          0 |                          2 |                  2171
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange                    |        2214 |                          0 |                          2 |                  1908
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange-errors             |        1969 |                          0 |                          2 |                  1777
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange                    |        1354 |                          0 |                          2 |                  1722
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange                    |        1682 |                         54 |                         10 |                  1718
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange                    |        2262 |                        105 |                          4 |                  1715
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1682
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1677
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1655
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1609
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1480
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1406
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1333
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1259
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1204
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange-errors             |        2314 |                          0 |                          2 |                  1192
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange-errors             |        1686 |                          0 |                          2 |                  1189
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange-errors             |        2362 |                          0 |                          2 |                  1112

 
Iteration 22   2021-01-02--10-19-16
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
-------------+----------------------------------------------------------------------+----------------------------+-------------+----------------------------+----------------------------+-----------------------
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1786 |                     689260 |                         24 |                130172
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1784 |                     919539 |                         12 |                 52322
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | ReduceAccumulable          |        1660 |                     457379 |                         16 |                 15183
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | ReduceAccumulable          |        2025 |                     276495 |                         17 |                 13674
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1748 |                     146934 |                         20 |                 11191
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1801 |                          1 |                          3 |                  6334
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange                    |         703 |                     492030 |                         16 |                  6222
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1763 |                          1 |                          3 |                  5446
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | ReduceAccumulable          |        1040 |                         90 |                         10 |                  4266
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | ReduceAccumulable          |        1350 |                        710 |                          7 |                  3842
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1746 |                     259558 |                         16 |                  3179
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange-errors             |         707 |                          0 |                          2 |                  3087
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange                    |         730 |                     492048 |                         18 |                  3069
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange: ReduceAccumulable |        1038 |                         79 |                          9 |                  3028
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1799 |                          1 |                          3 |                  2865
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1761 |                          2 |                          3 |                  2470
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange: ReduceAccumulable |        1658 |                     456169 |                         18 |                  2439
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange                    |        2182 |                     288101 |                         13 |                  2396
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange: ReduceAccumulable |        1348 |                        695 |                          8 |                  2244
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange                    |        1965 |                          0 |                          2 |                  2208
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange: ReduceAccumulable |        2023 |                     280608 |                         17 |                  2198
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange                    |        1044 |                          0 |                          2 |                  2188
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange-errors             |         734 |                          0 |                          2 |                  2171
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange                    |        2214 |                          0 |                          2 |                  1908
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange-errors             |        1969 |                          0 |                          2 |                  1777
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange                    |        1354 |                          0 |                          2 |                  1722
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange                    |        1682 |                         54 |                         10 |                  1718
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange                    |        2262 |                        105 |                          4 |                  1715
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1683
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1677
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1655
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1609
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1480
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1406
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1333
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1259
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1204
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange-errors             |        2314 |                          0 |                          2 |                  1192
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange-errors             |        1686 |                          0 |                          2 |                  1189
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange-errors             |        2362 |                          0 |                          2 |                  1112

 
Iteration 23   2021-01-02--10-19-28
 
 dataflow_id |                            dataflow_name                             |          operator          | operator_id | total_records_per_operator | total_batches_per_operator | cpu_time_milliseconds 
-------------+----------------------------------------------------------------------+----------------------------+-------------+----------------------------+----------------------------+-----------------------
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1786 |                     689260 |                         24 |                130822
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1784 |                     930230 |                         10 |                 52550
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | ReduceAccumulable          |        1660 |                     459673 |                         14 |                 15234
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | ReduceAccumulable          |        2025 |                     280139 |                         14 |                 13750
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Distinct                   |        1748 |                     146934 |                         20 |                 11237
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1801 |                          1 |                          3 |                  6334
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange                    |         703 |                     495322 |                         16 |                  6237
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | ReduceAccumulable          |        1763 |                          1 |                          3 |                  5446
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | ReduceAccumulable          |        1040 |                         94 |                         11 |                  4267
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | ReduceAccumulable          |        1350 |                        738 |                         10 |                  3844
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: Distinct          |        1746 |                     260999 |                         16 |                  3181
         668 | Dataflow: materialize.public.idx_v_user_behavior_buy_item_id         | Arrange-errors             |         707 |                          0 |                          2 |                  3088
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange                    |         730 |                     495367 |                         17 |                  3070
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange: ReduceAccumulable |        1038 |                         82 |                         12 |                  3028
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1799 |                          1 |                          3 |                  2866
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange: ReduceAccumulable |        1761 |                          2 |                          3 |                  2470
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange: ReduceAccumulable |        1658 |                     458844 |                         16 |                  2441
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange                    |        2182 |                     287967 |                         14 |                  2399
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange: ReduceAccumulable |        1348 |                        721 |                         14 |                  2245
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange                    |        1965 |                          0 |                          2 |                  2209
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange: ReduceAccumulable |        2023 |                     283656 |                         15 |                  2199
         739 | Dataflow: materialize.public.mv_buy_activity_time_primary_idx        | Arrange                    |        1044 |                          0 |                          2 |                  2188
         712 | Dataflow: materialize.public.idx_v_user_behavior_buy_sub_category_id | Arrange-errors             |         734 |                          0 |                          2 |                  2171
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange                    |        2214 |                          0 |                          2 |                  1908
        1957 | Dataflow: materialize.public.test_primary_idx                        | Arrange-errors             |        1969 |                          0 |                          2 |                  1777
        1049 | Dataflow: materialize.public.mv_buy_top_categories_day_primary_idx   | Arrange                    |        1354 |                          0 |                          2 |                  1722
        1359 | Dataflow: materialize.public.mv_buy_top_items_day_primary_idx        | Arrange                    |        1682 |                         54 |                         10 |                  1718
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange                    |        2262 |                        105 |                          4 |                  1715
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | JoinStage: 0               |        1882 |                          1 |                          3 |                  1683
        1974 | Dataflow: materialize.public.mv_items_inventory_status_primary_idx   | Arrange-errors             |        2186 |                          0 |                          2 |                  1677
        2223 | Dataflow: materialize.public.tab_120c_v_primary_idx                  | Arrange-errors             |        2266 |                          0 |                          2 |                  1655
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1845 |                          1 |                          3 |                  1609
        2191 | Dataflow: materialize.public.mv_items_restock_primary_idx            | Arrange-errors             |        2218 |                          0 |                          2 |                  1480
        2271 | Dataflow: materialize.public.tab_112c_v_primary_idx                  | Arrange                    |        2310 |                        199 |                          4 |                  1406
        2319 | Dataflow: materialize.public.repl_test_v_primary_idx                 | Arrange                    |        2358 |                          4 |                          4 |                  1333
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange                    |        1909 |                          3 |                          4 |                  1259
        1691 | Dataflow: materialize.public.mv_user_funnel_perc_primary_idx         | Arrange-errors             |        1913 |                          2 |                          3 |                  1204
